Vardas              Pavarde             ND1  ND2  ND3  ND4  ND5  ND6  ND7  ND8  ND9  ND10 Egz
Vardas7557          Pavarde7557         2    8    8    4    9    9    2    4    1    10   4    
Vardas7558          Pavarde7558         5    4    9    2    7    8    2    9    2    7    1    
Vardas7559          Pavarde7559         4    7    6    8    10   8    7    5    5    9    9    
Vardas7560          Pavarde7560         10   7    4    7    9    7    1    4    10   4    5    
Vardas7561          Pavarde7561         7    3    3    8    2    5    7    9    3    2    6    
Vardas7562          Pavarde7562         9    7    4    1    7    4    7    10   3    4    8    
Vardas7563          Pavarde7563         6    10   10   9    6    2    7    6    5    7    8    
Vardas7564          Pavarde7564         3    6    1    1    9    9    1    6    2    7    8    
Vardas7565          Pavarde7565         5    10   4    3    5    2    10   10   3    4    9    
Vardas7566          Pavarde7566         7    10   2    1    2    2    2    7    3    1    6    
Vardas7567          Pavarde7567         8    6    1    7    6    3    7    1    9    10   2    
Vardas7568          Pavarde7568         6    5    6    8    4    7    2    6    10   3    5    
Vardas7569          Pavarde7569         4    9    6    4    5    8    10   5    10   4    6    
Vardas7570          Pavarde7570         2    6    8    3    5    6    1    7    10   6    2    
Vardas7571          Pavarde7571         7    8    9    9    4    7    8    4    1    1    7    
Vardas7572          Pavarde7572         2    9    2    1    10   9    4    1    5    7    2    
Vardas7573          Pavarde7573         1    8    10   8    10   3    10   1    9    5    6    
Vardas7574          Pavarde7574         6    4    8    3    5    6    9    10   10   7    1    
Vardas7575          Pavarde7575         1    3    5    4    9    2    4    2    6    3    4    
Vardas7576          Pavarde7576         5    8    1    3    10   3    3    5    7    4    9    
Vardas7577          Pavarde7577         5    3    1    6    2    8    9    2    1    10   5    
Vardas7578          Pavarde7578         4    1    7    8    4    7    5    8    4    4    5    
Vardas7579          Pavarde7579         5    9    6    4    3    4    9    5    2    10   5    
Vardas7580          Pavarde7580         6    9    8    1    10   3    5    3    10   9    1    
Vardas7581          Pavarde7581         8    9    6    3    10   8    6    5    9    7    4    
Vardas7582          Pavarde7582         4    5    7    5    4    5    5    2    8    8    5    
Vardas7583          Pavarde7583         6    6    7    9    9    2    3    6    2    4    8    
Vardas7584          Pavarde7584         6    10   6    10   6    6    2    8    1    9    2    
Vardas7585          Pavarde7585         2    2    2    1    5    1    6    7    9    5    9    
Vardas7586          Pavarde7586         5    4    8    2    4    8    9    2    6    3    10   
Vardas7587          Pavarde7587         8    7    5    8    5    2    1    1    9    6    10   
Vardas7588          Pavarde7588         3    8    3    5    2    10   1    1    9    1    8    
Vardas7589          Pavarde7589         2    9    5    6    10   2    9    4    1    4    5    
Vardas7590          Pavarde7590         8    9    10   5    6    10   10   9    9    1    2    
Vardas7591          Pavarde7591         2    4    9    2    5    7    6    5    1    7    5    
Vardas7592          Pavarde7592         2    2    8    8    2    5    5    8    4    10   9    
Vardas7593          Pavarde7593         2    10   8    6    7    7    5    2    10   5    6    
Vardas7594          Pavarde7594         4    9    7    5    8    10   9    2    6    3    10   
Vardas7595          Pavarde7595         4    10   10   10   10   2    4    2    10   2    10   
Vardas7596          Pavarde7596         8    9    7    10   8    7    1    7    5    2    9    
Vardas7597          Pavarde7597         9    8    9    4    3    3    8    6    8    5    4    
Vardas7598          Pavarde7598         8    9    1    5    7    5    5    8    7    5    10   
Vardas7599          Pavarde7599         1    7    4    5    6    2    7    8    5    1    4    
Vardas7600          Pavarde7600         6    3    5    9    2    10   2    4    7    9    4    
Vardas7601          Pavarde7601         1    10   6    8    7    6    7    6    9    5    8    
Vardas7602          Pavarde7602         1    9    9    8    9    2    8    8    10   1    7    
Vardas7603          Pavarde7603         8    6    5    5    3    10   10   4    2    4    4    
Vardas7604          Pavarde7604         1    2    6    3    3    6    5    7    10   5    2    
Vardas7605          Pavarde7605         10   10   6    10   4    8    5    8    2    1    1    
Vardas7606          Pavarde7606         3    7    2    2    5    8    3    8    6    10   10   
Vardas7607          Pavarde7607         10   10   3    8    1    8    1    7    10   4    5    
Vardas7608          Pavarde7608         8    1    9    6    5    10   6    6    2    3    6    
Vardas7609          Pavarde7609         10   3    2    6    9    3    6    8    1    5    2    
Vardas7610          Pavarde7610         8    9    8    5    8    3    4    6    10   3    5    
Vardas7611          Pavarde7611         2    10   1    5    4    5    5    6    5    7    10   
Vardas7612          Pavarde7612         6    8    2    8    2    4    6    8    7    10   9    
Vardas7613          Pavarde7613         7    3    2    10   3    1    5    1    10   8    6    
Vardas7614          Pavarde7614         5    7    4    7    10   3    2    10   3    6    3    
Vardas7615          Pavarde7615         1    9    7    10   5    6    4    7    2    2    5    
Vardas7616          Pavarde7616         5    6    3    1    7    2    4    2    6    4    2    
Vardas7617          Pavarde7617         1    9    4    7    4    9    7    1    4    9    7    
Vardas7618          Pavarde7618         3    10   6    3    4    9    7    2    3    5    4    
Vardas7619          Pavarde7619         9    1    1    5    6    5    8    5    7    8    3    
Vardas7620          Pavarde7620         6    5    8    7    7    4    1    2    1    1    5    
Vardas7621          Pavarde7621         8    8    6    2    8    9    5    7    1    5    9    
Vardas7622          Pavarde7622         6    3    3    10   8    2    1    8    10   4    1    
Vardas7623          Pavarde7623         6    4    8    6    10   8    5    5    7    4    5    
Vardas7624          Pavarde7624         10   1    7    3    5    6    3    6    7    9    9    
Vardas7625          Pavarde7625         3    3    1    4    1    2    7    5    6    3    2    
Vardas7626          Pavarde7626         6    8    7    10   7    3    5    1    1    2    7    
Vardas7627          Pavarde7627         5    4    2    6    3    3    4    6    4    7    5    
Vardas7628          Pavarde7628         7    9    2    3    7    7    7    5    10   10   4    
Vardas7629          Pavarde7629         9    8    3    8    1    10   4    8    1    3    6    
Vardas7630          Pavarde7630         3    9    7    7    5    5    2    9    6    2    4    
Vardas7631          Pavarde7631         9    8    5    6    4    8    5    6    2    9    4    
Vardas7632          Pavarde7632         3    2    6    10   8    3    2    7    8    2    9    
Vardas7633          Pavarde7633         8    1    2    4    6    1    6    1    6    10   1    
Vardas7634          Pavarde7634         9    1    1    8    5    1    4    6    8    7    9    
Vardas7635          Pavarde7635         2    9    8    1    4    1    8    3    6    5    3    
Vardas7636          Pavarde7636         1    4    1    9    6    2    9    5    3    1    8    
Vardas7637          Pavarde7637         7    9    1    9    7    2    3    3    6    2    4    
Vardas7638          Pavarde7638         4    3    10   9    6    10   10   4    1    3    8    
Vardas7639          Pavarde7639         7    3    6    2    2    6    7    10   2    3    3    
Vardas7640          Pavarde7640         1    1    1    9    5    7    9    5    2    6    2    
Vardas7641          Pavarde7641         1    3    9    2    3    1    3    8    6    1    9    
Vardas7642          Pavarde7642         1    9    1    3    3    8    10   9    5    1    5    
Vardas7643          Pavarde7643         9    3    2    7    3    5    6    10   3    5    6    
Vardas7644          Pavarde7644         5    10   7    10   7    8    10   9    9    3    7    
Vardas7645          Pavarde7645         3    1    4    9    2    7    3    7    10   3    4    
Vardas7646          Pavarde7646         9    6    4    4    9    10   7    9    2    2    8    
Vardas7647          Pavarde7647         1    10   9    1    8    6    1    3    3    3    6    
Vardas7648          Pavarde7648         2    10   10   1    7    9    5    4    10   1    7    
Vardas7649          Pavarde7649         1    9    3    6    9    2    2    8    3    10   6    
Vardas7650          Pavarde7650         3    7    5    4    1    8    1    2    2    7    5    
Vardas7651          Pavarde7651         4    7    6    1    5    10   6    4    8    1    7    
Vardas7652          Pavarde7652         8    3    3    7    8    1    1    8    6    7    5    
Vardas7653          Pavarde7653         1    5    1    1    10   5    1    5    2    4    4    
Vardas7654          Pavarde7654         7    3    3    3    2    6    9    10   5    10   5    
